68.70715,66.62599,65.76008	40.48262	226.011,229.63185,238.48355	32.245537
82.50965,69.908485,53.552555	41.91188	225.76125,235.04646,239.89273	26.211592
123.97059,121.61077,79.58419	35.566387	179.64897,204.10545,224.9646	34.842285
56.002495,52.070976,49.351814	33.74838	164.06192,163.7204,164.5503	44.60514
38.198914,81.91101,119.00604	48.835556	212.28609,195.78162,147.9316	58.677837
34.61286,42.9028,51.065094	31.673853	135.45703,138.5299,138.19286	50.89382
61.03214,58.947815,48.93732	19.333807	123.81032,109.34467,87.32025	27.990166
57.890587,54.089867,46.352356	35.047867	189.24707,190.44102,182.63397	48.93543
30.266922,30.266922,30.266922	29.671978	155.2379,155.2379,155.2379	34.988457
38.413837,46.173355,58.13116	29.404478	119.270256,133.85416,154.53377	38.919125
48.641136,86.462654,73.88309	35.714375	180.7585,204.5005,186.11337	31.66077
221.63501,162.58067,46.07914	77.21952	242.6607,204.04643,107.08256	58.729065
73.80944,71.8055,78.98722	27.917715	169.29422,162.77109,162.90825	37.93217
45.16256,48.595917,50.716873	27.158224	129.02623,153.34515,170.00217	34.970757
212.722,180.4738,187.38857	9.086645	216.00595,180.22261,175.16083	22.740185
91.22659,99.75543,111.52579	26.715673	169.2541,173.2532,185.04622	19.06284
4.430009,105.112946,184.71042	78.94466	140.13197,229.11084,243.0785	55.738525
81.987724,86.036545,89.2445	28.584553	154.2217,163.27246,173.23564	20.6983
125.70997,107.61007,86.85536	32.921616	219.18097,195.62209,159.36841	38.498882
74.200615,46.44248,38.5872	28.999432	145.28464,108.77661,95.82657	37.521084
45.54043,45.54043,45.54043	34.83818	168.4172,168.4172,168.4172	51.83772
39.89383,52.716324,46.220497	24.41211	123.56576,126.44794,79.77222	40.76626
37.41567,47.267075,63.714607	34.67629	143.03743,177.89319,214.95923	48.455734
68.707245,59.79183,49.809837	41.723133	193.5408,192.79341,191.23274	36.91754
36.106544,23.94208,31.666494	30.262072	192.18085,170.63597,133.00984	49.98647
39.83595,45.410336,41.630028	27.10134	92.09257,147.24962,212.58192	50.94439
18.797401,8.583317,3.4782438	15.182809	112.34325,77.42834,25.55955	51.745773
112.80676,112.34362,113.37283	43.378662	238.23685,238.62025,239.12022	23.12266
50.28116,70.71673,50.561806	23.469463	123.45089,142.23636,116.32481	44.98524
97.88435,99.79891,61.33741	35.072266	197.38037,231.1185,250.58847	28.511236
30.308788,79.46925,130.16014	43.550396	80.666435,122.34697,166.36906	41.374523
64.31413,54.95279,35.547897	29.279097	209.023,195.51614,167.87515	36.019222
34.4653,34.245316,28.512785	23.749472	115.43916,133.8769,141.12381	56.219204
46.481617,35.944492,22.48241	37.47281	188.4031,180.96396,172.91713	57.015186
77.07554,68.819534,77.056725	37.165554	222.70937,217.63573,222.3171	38.134056
51.96396,51.041924,49.547802	28.202291	177.78233,179.1636,176.67958	30.998737
67.20838,118.66441,139.08434	41.50526	192.21892,202.72188,212.26138	25.128004
54.46237,45.627625,40.64634	27.38693	173.38853,166.16705,163.94139	35.892017
63.05012,66.14779,65.675064	35.320683	171.7422,179.61003,184.37576	28.028965
28.075874,41.15165,18.88283	33.533398	160.43593,178.97342,181.46405	41.612625
54.199673,74.04986,85.62438	25.46231	186.48125,178.69563,164.40947	28.210884
59.823135,63.635654,68.95191	28.431805	187.38193,194.97392,207.10838	29.076391
25.80577,19.586966,20.315504	31.250212	176.15616,161.57237,133.0701	67.23259
103.50089,116.48962,106.7234	25.872229	176.3599,159.22498,153.82922	26.783926
32.457718,23.455927,6.303789	19.064486	109.6189,80.13262,21.521858	44.85962
67.61331,77.34849,91.06862	36.017097	221.95377,231.97353,232.97926	19.357973
25.757084,41.54157,53.466564	25.771063	111.58266,161.17867,119.31251	50.205013
71.81991,83.929085,58.927017	33.063206	135.24025,176.22826,211.93707	43.431187
41.86064,58.7843,65.52638	19.296024	166.7257,170.36716,178.82434	14.311415
70.56724,72.5188,74.176346	31.581285	164.4874,174.84181,189.69284	41.633823
82.06354,69.90157,60.41069	43.046726	224.44093,208.78743,192.76308	40.54392
51.020348,44.507557,34.921318	29.826813	153.46506,145.07928,133.02713	32.25429
67.690094,74.96503,78.538284	43.75547	204.33768,209.51428,218.4739	30.54002
3.7006342,38.07649,51.50755	28.75182	114.75212,118.58668,135.94035	37.29705
81.90304,141.07957,131.53093	51.95765	237.59079,241.37198,239.91585	7.4285073
138.06285,126.839554,108.567825	45.15458	145.54733,179.173,210.85971	34.062153
49.870464,53.70505,20.537395	29.80432	151.5631,166.31589,100.95516	52.39082
20.578121,23.712633,24.607752	26.183832	134.62726,127.07743,116.34628	51.9665
77.38971,99.61919,73.475365	45.47999	213.47807,210.98529,205.96257	34.38065
63.549545,52.814148,34.91402	32.403584	158.96985,142.96616,119.23963	38.447906
26.68682,77.951904,24.361277	37.60547	111.76869,185.50638,116.95767	61.192005
52.147182,58.163254,62.222126	36.113895	158.92786,172.05722,181.75156	32.64206
69.305244,70.13686,80.68088	30.949213	164.07864,157.22485,161.11214	32.80159
64.641365,68.41865,70.15208	37.549953	128.10605,153.97603,180.35992	42.603264
71.10867,23.925358,14.317822	39.417923	221.71086,216.43416,244.46036	23.546944
23.01868,48.424686,65.693665	33.63653	164.15454,182.4345,195.0387	37.885067
42.840862,58.50139,48.89269	20.94845	97.788605,141.84082,131.69528	32.7443
63.4234,71.867325,76.147606	32.230663	110.33786,154.82298,233.61653	56.34299
65.87993,65.511536,61.3789	31.179451	164.6155,166.61021,171.83969	40.74339
37.65067,42.681126,37.54218	28.225239	171.96402,171.83176,163.68803	36.19121
24.008211,60.50642,119.5576	43.209614	112.73333,135.97629,153.6269	24.215662
19.061266,51.44136,130.96649	57.944336	43.72034,22.490244,11.128426	28.754827
97.713234,102.14598,107.33407	25.755796	156.39758,158.05618,159.15308	12.362382
36.61901,29.568966,17.431034	28.856953	74.36997,100.63164,129.17722	48.495792
76.002716,84.57023,88.99465	29.1354	184.47153,167.91153,143.84407	38.165356
78.3748,85.043846,95.93855	42.65262	158.19,181.98262,206.72086	36.743214
80.41946,71.67082,22.008959	47.90974	167.57932,172.81429,89.12848	62.738773
57.15745,41.85904,40.18507	34.459503	220.39633,214.33649,208.4	46.193687
64.17906,67.948044,54.21273	26.23801	210.33426,209.38068,212.90405	23.01707
136.97185,123.14766,105.84911	23.093918	214.52045,209.96086,201.13072	30.497757
113.573364,182.41524,229.48991	55.94905	147.2754,155.05284,156.87453	39.66467
84.50632,81.68176,74.86037	38.834007	217.21396,220.86594,225.00218	20.59111
63.338337,86.49367,113.27543	29.98434	139.47896,168.77396,196.02678	37.370773
52.39373,54.724754,65.81189	38.6736	167.96083,192.9097,221.62529	52.839916
51.3586,60.07498,30.890535	36.312244	202.83858,177.3016,143.02747	59.149963
69.67682,66.45281,59.33253	33.511703	161.69513,183.80533,167.36555	45.14832
57.199764,77.54792,68.61982	22.597084	128.5832,146.97644,131.31955	40.365784
191.43309,238.68613,140.72498	42.431175	220.11882,247.95251,193.76732	25.158285
38.89289,67.83186,104.782936	30.580494	96.0778,144.84251,195.60736	47.51529
34.381733,41.076992,60.159542	34.03661	157.60065,172.57573,216.77332	36.8874
58.744827,65.6429,67.70222	35.4482	153.32603,190.47353,208.78465	44.655746
65.893166,59.485336,46.030758	44.15183	228.94357,226.31813,217.07826	31.889229
26.40575,29.331493,34.41146	32.29982	154.86444,176.48608,200.6675	49.61888
107.6259,73.38384,58.143566	58.576767	149.53935,183.24187,238.6954	43.509228
51.237,53.332855,55.844967	31.223078	171.57925,176.45459,171.55652	46.083477
207.88141,159.43616,107.29997	45.96482	248.0931,193.95813,133.9923	43.050335
14.957504,13.69817,13.497218	17.58459	109.698456,107.62591,109.61509	29.333242
51.76161,51.74387,45.098637	26.288326	143.39134,139.71198,140.16705	34.957527
58.333637,58.486855,45.329037	35.607594	235.07056,240.68164,246.15826	14.809191
31.119806,45.281384,44.636505	32.011475	131.26514,156.63246,164.91151	41.84984
104.36888,105.532936,118.23956	40.910152	213.9084,217.4735,221.37589	31.764814
54.18268,72.76623,80.52896	25.33709	169.55055,188.14392,194.93721	29.402119
60.77734,195.53465,222.27296	81.87659	119.42963,131.95311,113.20686	39.53763
35.070396,28.069376,20.32638	23.171309	213.86276,163.96898,87.2956	65.095924
57.595375,81.93701,97.17153	26.18055	166.19838,161.0154,151.76659	23.91812
66.35576,66.35576,66.35576	26.628275	181.93971,181.93971,181.93971	39.529114
47.59959,44.453762,44.00175	26.786135	144.93558,140.63744,135.85184	50.724842
91.782875,50.724613,8.672817	43.507854	229.93268,150.54533,35.73276	81.56694
83.70421,83.40755,76.62696	47.405586	190.40056,213.33815,230.25282	40.301765
76.38941,82.566154,88.87332	26.689363	118.21988,147.46872,195.46002	42.103878
48.538666,60.778667,51.248295	31.270384	205.20789,219.02777,233.54822	18.911137
49.87014,44.63816,41.25399	30.535934	173.10805,173.46408,173.07155	26.494894
57.248005,56.200104,55.385647	35.041256	179.82875,178.5812,171.6004	41.14473
33.0467,35.79652,45.744755	24.515738	144.3117,147.92888,156.36923	41.22485
41.31044,61.777237,65.99343	22.689066	136.50456,167.1339,181.99663	38.9126
59.956966,57.883347,41.168896	35.87546	153.43457,175.47037,198.67365	48.03081
94.41924,132.26073,156.75418	49.054855	137.57178,160.84315,195.95183	25.69622
35.126637,26.361092,21.68213	25.38676	132.66249,114.02139,107.36803	66.365944
30.149792,30.681135,30.319155	17.779057	169.32654,175.82503,180.48058	33.097454
123.78362,117.17587,111.96362	19.142443	186.75583,187.31755,189.92055	29.914463
86.85358,108.86454,103.679825	31.80548	170.54857,217.06303,237.56271	31.257023
29.009872,27.619888,17.974983	30.91397	191.29082,158.17966,73.65404	76.812164
66.898926,98.19032,110.81284	41.220837	157.83264,180.59001,201.49731	29.247435
59.92209,73.78765,84.418335	35.123306	161.2754,177.43246,185.91852	25.464468
29.617628,29.8811,29.295364	24.616858	152.8536,154.81447,152.40218	46.484566
62.403034,61.088768,31.937695	32.85653	176.33641,187.105,166.746	44.26188
106.27128,89.813866,72.526566	34.87331	238.36534,236.548,238.30338	23.097795
59.354725,58.674942,52.102886	33.903263	161.76036,160.3807,157.92206	35.80829
119.76001,142.78737,166.05573	27.438414	179.73763,196.2331,208.2128	20.02842
104.716934,108.75704,107.080124	44.59428	191.62817,197.03389,198.18504	17.54205
79.81447,87.48923,75.03089	27.766268	158.06383,167.9421,161.72559	32.198235
61.980568,116.56027,169.24445	59.904255	181.06575,200.39996,219.20352	32.868744
123.62493,81.98213,52.76941	47.81999	212.60722,186.62479,146.28899	38.538853
43.612522,45.312702,41.13403	25.547693	135.88722,135.05821,135.72699	33.680794
29.657017,34.51436,23.074465	26.248497	185.58595,192.31563,203.41457	41.164772
102.728325,96.71372,104.27462	29.400356	201.659,199.4556,204.45378	34.685097
81.27843,47.108788,19.201778	35.593513	224.42177,199.74266,102.953545	71.5748
114.64315,104.712296,74.511055	45.36182	214.18655,215.95595,214.61511	26.383722
115.96308,82.07082,27.251822	56.075317	149.33243,153.82068,152.72548	46.744514
31.875235,29.635632,30.801643	29.816292	180.09431,193.05013,206.46329	25.421827
75.8292,84.57178,86.59088	37.838837	222.20305,228.47298,239.69963	33.386974
46.612617,46.612617,46.612617	26.594685	135.3361,135.3361,135.3361	39.818066
48.507336,46.779514,46.211388	30.218782	162.70682,173.57864,182.92711	25.585365
89.28351,112.15535,132.02034	44.889286	193.48845,188.38754,175.39627	39.38686
16.185154,17.061354,16.582443	15.792018	117.82531,135.09712,156.60153	51.85237
54.26714,75.95294,89.14143	29.767977	168.87761,173.28418,187.60393	27.492544
112.55471,125.08148,67.414536	41.77145	242.38882,245.8454,250.30727	16.876888
81.69429,82.463295,80.32655	33.55959	207.82758,202.86398,191.61325	28.142612
73.6247,66.1121,72.62359	36.110313	197.14667,185.68184,180.97421	31.977314
186.87556,210.1686,226.46861	16.612967	250.86935,253.51036,253.433	9.382958
23.43187,32.538494,60.540134	29.42596	151.67729,167.68419,192.2154	40.592518
39.063004,42.775547,46.232327	34.821766	155.44888,160.95549,165.28415	36.80254
55.33594,64.56993,73.74715	33.850433	147.65303,166.53636,187.90097	40.587795
18.711702,18.711702,18.711702	20.332825	115.529625,115.529625,115.529625	46.267387
44.117126,89.301285,54.235207	35.99091	232.69359,239.82976,232.9707	21.452614
56.162033,65.64744,73.413376	40.163574	179.35617,201.90338,216.47809	44.161945
101.41145,80.72887,89.98703	46.881485	229.96574,227.68074,233.70782	29.991224
93.13662,94.828606,88.4865	36.341187	175.42183,203.16136,225.3543	34.79778
60.091076,54.755,27.388958	27.757238	125.80807,117.84954,100.4531	40.264824
144.09122,44.71607,43.0361	51.385544	209.00203,201.36469,199.91483	14.79879
200.38663,155.961,78.911896	66.04793	252.99622,215.20007,133.71684	44.705177
130.08417,103.925186,91.436844	34.61586	216.21239,190.18805,174.29865	23.164213
71.45557,65.04095,76.25753	34.754192	173.89417,190.38873,208.1885	37.53179
67.7048,98.97815,128.2243	57.62135	191.99203,208.07991,225.91283	31.967318
91.06592,77.85253,66.33352	36.391205	176.29767,186.94775,205.94186	34.659515
54.457417,50.97164,45.813786	33.674843	133.28206,147.85953,157.4183	51.043446
121.40519,113.74878,98.317825	46.839363	229.04639,225.92433,218.05525	20.366741
67.37145,63.708355,48.360336	34.47228	176.90811,162.74197,156.32211	33.69936
84.88387,84.00991,79.78061	33.956997	176.30086,174.06027,174.23688	32.497746
71.31744,95.61365,87.823204	30.853363	162.42113,204.84534,200.08179	30.151888
31.271088,51.868526,67.39092	31.812395	153.61789,175.10223,188.06493	37.03056
25.813961,30.89249,37.42599	26.674467	110.55689,133.94572,158.81105	40.774105
20.993385,25.223526,26.859722	24.32095	143.63333,152.1981,156.53296	55.76252
108.46146,101.388885,90.99229	42.19497	218.52464,213.73596,199.99478	24.999401
253.42537,225.29485,1.7443829	25.678774	255.87779,211.39226,0.8947598	106.71869
44.35395,30.571583,25.67067	33.57465	139.80415,142.22577,148.7223	52.14851
44.28503,37.26647,25.312313	37.4378	208.28563,194.83919,181.48671	38.039158
84.132645,85.7174,70.85961	32.592846	148.17867,170.99274,222.1643	40.82693
81.704094,72.3435,59.983833	22.095638	144.75269,126.80146,107.944275	37.096497
89.26259,115.55358,139.03029	32.13177	167.63524,185.88208,208.57516	34.1384
71.009636,75.37552,76.044754	30.927029	130.7418,144.1307,148.96947	25.004784
112.22123,155.82109,215.87979	48.61321	181.59499,127.764496,70.58441	69.2272
239.5831,241.66106,238.30225	40.458153	242.61232,242.60486,243.05688	1.9243726
105.30575,91.46278,70.330765	41.740685	196.46184,178.07672,154.84085	30.17394
60.961353,58.790615,54.544514	36.739746	191.49315,189.56107,182.57626	39.95132
27.938974,27.232721,24.7092	22.226568	142.40416,137.83026,143.83833	52.978703
50.584667,50.871277,43.576744	31.72106	180.96153,176.7935,152.34055	50.984917
32.327927,32.559395,33.353294	6.413333	169.61577,179.01833,184.75854	45.400444
84.71445,71.571724,55.157574	27.75356	147.79507,138.66457,117.87918	37.265617
68.966446,48.96837,5.0081267	39.113876	157.3295,133.75578,38.602932	69.22662
45.4943,48.82798,34.21088	27.218096	111.40115,132.70216,157.2485	43.145428
76.283035,74.736,88.30941	27.259302	230.56674,220.57439,217.38931	23.190418
73.44948,94.81866,65.13206	37.421524	201.9447,213.59705,234.55089	31.66035
215.51588,172.33571,82.513756	64.726295	248.19287,228.46011,168.27827	26.372005
38.05138,42.163273,32.758007	20.322418	128.64278,134.77898,115.862946	45.507553
62.399807,60.594177,63.179375	29.908684	152.7609,154.8301,152.98564	41.317825
141.33307,97.700554,65.6425	36.62857	180.74312,142.16405,101.26251	33.010887
77.85822,89.607086,90.21163	30.696411	197.53877,210.49199,215.48442	23.961243
41.867058,53.8122,59.201286	23.28344	160.26466,148.89284,142.71904	27.472546
229.86964,148.01549,55.991306	75.61136	250.40118,226.7156,173.71178	33.84752
40.01305,71.022514,11.291002	35.173862	133.58847,174.47762,82.63162	60.141327
32.11116,42.07624,34.536522	27.530539	96.66344,140.84644,206.40842	57.710655
36.238518,45.983658,54.608402	24.101341	121.23076,136.5903,135.21976	50.324142
111.53469,132.18684,111.17208	47.21382	199.90565,204.36623,204.47021	32.35702
49.78936,49.78936,49.78936	30.942041	152.20729,152.20729,152.20729	29.52712
26.196653,60.170025,6.120883	31.226841	57.997475,156.15138,12.9465	69.070366
81.726776,107.705246,130.48845	47.289375	205.16217,211.40833,218.17885	28.422081
36.1135,38.02211,14.7684555	18.85646	79.30069,92.23103,28.858915	37.444214
75.07511,100.08583,117.18254	35.03509	226.5269,169.98038,131.48767	43.18045
39.047012,39.047012,39.047012	29.481363	168.0138,168.0138,168.0138	31.006645
91.0894,87.1709,76.54883	33.01135	138.4403,165.50764,199.79	48.944923
35.565384,44.561096,71.58967	37.001644	155.55809,163.75586,183.51613	39.56781
84.61331,85.75955,80.817726	37.699696	219.4402,219.13652,219.86774	18.746502
37.828968,45.9753,26.030247	32.222565	163.05591,162.44409,153.23663	51.037834
49.716694,61.13866,22.055069	35.21115	160.49525,168.02171,95.53961	56.50156
68.77484,64.84319,60.271393	29.333353	242.93178,241.70052,237.27103	18.129791
86.71749,96.48608,95.49709	31.683182	215.89966,214.86964,214.30812	29.422127
61.156208,55.78209,20.888323	37.687016	190.29695,184.49052,123.82834	60.956867
40.68152,72.37749,11.532697	35.00718	135.67592,180.79486,73.988	59.83313
207.67975,210.14296,221.17804	13.319189	221.42982,190.98122,174.17287	26.115683
35.706936,23.894865,17.362413	21.6544	249.91003,223.67125,175.20828	38.358006
97.20587,92.07016,63.798344	39.6633	150.57143,199.91385,204.06274	37.744915
24.360584,62.32553,23.490276	28.217215	82.27196,153.43564,83.400696	55.867867
109.11254,119.710075,128.15121	35.680855	178.51001,186.36827,195.9316	21.962605
20.543709,25.464806,21.380322	27.07871	146.99355,150.0347,140.85843	39.601574
77.12911,84.54756,95.91845	34.000587	162.83803,170.65239,182.01279	22.428188
69.41191,102.58974,138.28781	40.787212	198.67468,203.00038,209.62206	17.255775
65.79458,68.486115,72.13037	33.448193	95.59743,127.98849,158.71146	34.418766
52.194435,104.7302,104.94898	49.975388	244.10489,171.6753,131.87111	64.8221
86.24041,75.72557,79.299904	32.035194	182.96997,169.0328,167.73564	45.465065
108.86601,107.26634,55.74311	40.568787	118.17189,136.38948,185.31232	43.526936
49.740692,63.475723,64.25458	39.23839	166.11504,196.47406,202.96838	33.217052
68.56363,65.597046,68.61663	38.39782	211.15918,212.69066,214.84338	34.870598
80.85291,104.861465,108.402245	40.40068	189.71603,187.20029,204.5864	32.476604
96.88802,52.77184,36.72926	42.658566	171.15921,149.17284,160.55498	41.120438
27.044277,60.429436,81.41598	41.06703	169.06564,199.20227,205.8191	31.34259
22.00891,6.2688184,2.1335878	19.058207	131.6896,73.46409,21.388168	79.46342
86.96135,98.26037,70.3714	40.6604	233.15599,235.17908,236.93059	33.15489
39.44795,53.62067,22.741503	29.69824	141.78679,173.93188,144.91446	56.239822
89.904594,74.71853,58.457336	40.71447	212.2197,210.2683,207.7016	40.814022
121.42838,113.22334,101.41802	34.336723	193.45949,193.72266,199.42615	32.101616
48.630787,69.78848,89.09379	42.717064	174.79082,184.578,194.85426	31.900204
